task	0	1	5	10	15
all	0.2173519999999999	0.2356472	0.3200152	0.350506	0.326664
argument	0.0	0.176506	0.21407120000000002	0.2395796	0.2325488
emotion	0.0	0.2188904	0.23770760000000002	0.2481128	0.23798640000000001
sentiment	0.0	0.2181012	0.23084639999999998	0.22942680000000001	0.2350264
topic	0.0	0.2615844	0.2090956	0.2187716	0.20699879999999998
