annotator	0	1	5	10	15
Annotator_1	0.164164	0.18398679999999998	0.1925796	0.1808724	0.1783656
Annotator_2	0.24411600000000003	0.2412852	0.2565512	0.2671796	0.2590148
Annotator_3	0.22952200000000006	0.1887404	0.218498	0.22848400000000002	0.21046199999999998
Annotator_4	0.22077400000000005	0.2450824	0.2531344	0.2628348	0.2492108
Annotator_5	0.22818400000000005	0.2516344	0.29097280000000003	0.347026	0.3421712
